Cluster i: 0
total projects:143
total patterns:86
'(.)'	12,412,757,759,852,961,1087,1221,1511
total projects:2
total patterns:1
'(\\w+)\\s+(\\w+)\\s+(\\w+)'	1317,1501




Cluster i: 1929
total projects:2
total patterns:1
'#:([a-zA-Z][a-zA-Z0-9_-]*)'	1246,1540




Cluster i: 1930
total projects:2
total patterns:1
'(h|s)\\w*(\\d\\d\\d\\d\\d)'	109,182




Cluster i: 1931
total projects:2
total patterns:1
'^([0-9a-f]{40})\\s+(\\S+)$'	103,130




Cluster i: 1932
total projects:2
total patterns:1
'(\\w+)\\s*<((\\w|,| |-)+)>'	241,1249




Cluster i: 1933
total projects:2
total patterns:1
'^([+-])(\\d{2}):?(\\d{2})$'	103,130




Cluster i: 1934
total projects:2
total patterns:1
'(.*)\\[([^\\[\\]]+)\\](.*)'	757,1087




Cluster i: 1935
total projects:2
total patterns:1
'\\w\\w*\\d\\d\\d\\d\\d.htm'	109,182




Cluster i: 1936
total projects:2
total patterns:1
u'\\?[a-zA-Z_][a-zA-Z0-9_]*'	55,1248




Cluster i: 1937
total projects:2
total patterns:1
'lost: 0 bytes in 0 blocks.'	322,1300




Cluster i: 1938
total projects:2
total patterns:1
'[&<>\\"\\n\\r\\x80-\\xff]+'	305,1505




Cluster i: 1939
total projects:2
total patterns:1
'h(e)l[A-Z]lo.*th[^e]*e(r)e'	171,1381




Cluster i: 1940
total projects:2
total patterns:1
'/status/object/([0-9]+)/.*'	1225,1638




Cluster i: 1941
total projects:2
total patterns:1
'TOTEM_INFO_DURATION=(\\d+)'	391,872




Cluster i: 1942
total projects:2
total patterns:1
'Bill Name:\\s+([H|S]F\\d+)'	109,182




Cluster i: 1943
total projects:2
total patterns:1
'# Sched features: ([\\w]+)'	1116,1141




Cluster i: 1944
total projects:2
total patterns:1
u'^[JB]?[0-9]+([.][0-9]*)?$'	332,689




Cluster i: 1945
total projects:2
total patterns:1
'Input #0, ([\\w,]+)?, from'	391,872




Cluster i: 1946
total projects:2
total patterns:1
'(\\w+) as (\\w+) in (\\w+)'	147,181




Cluster i: 1947
total projects:2
total patterns:1
'Output written on (.+) \\('	295,1496




Cluster i: 1948
total projects:2
total patterns:1
'\\d{1,2}/\\d{1,2}/\\d{4,4}'	109,182




Cluster i: 1949
total projects:2
total patterns:1
'.*\\.\\.\\.\\s+\\.\\.\\..*'	958,1308




Cluster i: 1950
total projects:2
total patterns:1
'^\\s*from flask import\\s+'	337,1112




Cluster i: 1951
total projects:2
total patterns:1
'(((verify))) *\\(( *)(\\d+)'	503,656




Cluster i: 1952
total projects:2
total patterns:1
'^var _0x[a-f0-9]+ ?\\= ?\\['	1025,1379




Cluster i: 1953
total projects:2
total patterns:1
'(Resolving |Connecting to )'	1025,1326




Cluster i: 1954
total projects:2
total patterns:1
'<ErrorCode>(.+)</ErrorCode>'	147,181




Cluster i: 1955
total projects:2
total patterns:1
'https://github.com/([^/]+)$'	709,1601




Cluster i: 1956
total projects:2
total patterns:1
'["\'](.+)["\']\\s*:\\s*(.*)'	171,1381




Cluster i: 1957
total projects:2
total patterns:1
'^(\\w+):\\d+\\s\\((\\d+).+$'	1223,1420




Cluster i: 1958
total projects:2
total patterns:1
'(\\[(.+des([0-9]+).htm)\\])'	1063,1254




Cluster i: 1959
total projects:2
total patterns:1
'image/(gif|p?jpeg|(x-)?png)'	1193,1552




Cluster i: 1960
total projects:2
total patterns:1
'processor\\s+:\\s*(\\d+)\\n'	1317,1501




Cluster i: 1961
total projects:2
total patterns:1
'\\[\\[\\!\\!([^\\]]*)\\]\\]'	482,579




Cluster i: 1962
total projects:2
total patterns:1
'^hadoop.*streaming.*\\.jar$'	440,542




Cluster i: 1963
total projects:2
total patterns:1
'^(\\w+)\\s*:\\s+(\\d+.\\d+)'	1317,1501




Cluster i: 1964
total projects:2
total patterns:1
'reset \\w+ speed USB device'	1317,1501




Cluster i: 1965
total projects:2
total patterns:1
'diff: (.+)% (passed|failed)'	1199,1300




Cluster i: 1966
total projects:2
total patterns:1
'^\\d+\\.\\d+\\.\\d+\\.\\d+$'	747,990




Cluster i: 1967
total projects:2
total patterns:1
'django_compressor\\.\\w{12}'	568,1144




Cluster i: 1968
total projects:2
total patterns:1
'repo\\=cdrom[\\:\\w\\d\\/]*'	1317,1501




Cluster i: 1969
total projects:2
total patterns:1
'([A-Z][A-Z])([A-Z][0-9a-z])'	1054,1198




Cluster i: 1970
total projects:2
total patterns:1
'flags\\s+:\\s+([\\w\\s]+)\n'	1317,1501




Cluster i: 1971
total projects:2
total patterns:1
"\\?\\?[=/\\'\\(\\)\\!<>\\-]"	256,689




Cluster i: 1972
total projects:2
total patterns:1
'(<function \\w+ at )0x\\w+>'	757,1087




Cluster i: 1973
total projects:2
total patterns:1
'^http://([^/]+).sourceforge'	354,379




Cluster i: 1974
total projects:2
total patterns:1
'scan_sleep_millisecs:(\\d+)'	1317,1501




Cluster i: 1975
total projects:2
total patterns:1
'\\[.* test environment .*\\n'	1007,1301




Cluster i: 1976
total projects:2
total patterns:1
'alloc_sleep_millisecs:(\\d+)'	1317,1501




Cluster i: 1977
total projects:2
total patterns:1
'p\\s*cnf\\s*(\\d*)\\s*(\\d*)'	518,787




Cluster i: 1978
total projects:2
total patterns:1
'^[-+]?[0-9][0-9,]*\\.[0-9]*$'	171,1381




Cluster i: 1979
total projects:2
total patterns:1
'(a|alpha|b|beta|pre|rc)\\d*$'	391,872




Cluster i: 1980
total projects:2
total patterns:1
'[^%]+%[^.]+[.](link|archive)'	241,1249




Cluster i: 1981
total projects:2
total patterns:1
'^([^: \t\n]+):([1-9][0-9]*):'	12,1087




Cluster i: 1982
total projects:2
total patterns:1
'\x03[0-9]{1,2}(,[0-9]{1,2})?'	1269,1498




Cluster i: 1983
total projects:2
total patterns:1
'\\[=+\\] \\d+ tests .* ran.*'	1007,1301




Cluster i: 1984
total projects:2
total patterns:1
'[&?]versionId=([^&]+)($|=|&)'	1223,1420




Cluster i: 1985
total projects:2
total patterns:1
'^\\s*([0-9]+:[0-9]+)\\s*(.+)'	165,1545




Cluster i: 1986
total projects:2
total patterns:1
'^[modprobe|insmod].*xen-vbd.*'	1317,1501




Cluster i: 1987
total projects:2
total patterns:1
'Please choose another session'	109,182




Cluster i: 1988
total projects:2
total patterns:1
'^#\\s*next_offset=(\\S+)\\s*$'	1004,1075




Cluster i: 1989
total projects:2
total patterns:1
'range\\([ ]*([-]?\\d+|n).*\\)'	1317,1501




Cluster i: 1990
total projects:2
total patterns:1
'^[\\"\\[`\\\']|[\\"\\]`\\\']$'	1415,1580




Cluster i: 1991
total projects:2
total patterns:1
'.+\\.(html|txt|rst|ical|csv)$'	147,181




Cluster i: 1992
total projects:2
total patterns:1
'^(\\d*)\\.(\\d*)\\[(\\d+)\\]$'	518,787




Cluster i: 1993
total projects:2
total patterns:1
'messages -> ([A-Za-z_0-9]+) {'	896,1300




Cluster i: 1994
total projects:2
total patterns:1
'MemFree:\\s+(.\\d+)\\s+(\\w+)'	1317,1501




Cluster i: 1995
total projects:2
total patterns:1
'<TestThread\\(.*, initial\\)>'	1087,1580




Cluster i: 1996
total projects:2
total patterns:1
'(\\d+):.*virtio\\d+-input.\\d'	1317,1501




Cluster i: 1997
total projects:2
total patterns:1
'Linux version ([0-9.]+-[^ ]+)'	1116,1141




Cluster i: 1998
total projects:2
total patterns:1
'\\A#!.*(tclsh|wish|expect).*$'	305,1505




Cluster i: 1999
total projects:2
total patterns:1
'Backing store path:\\s+(/+.+)'	1317,1501




Cluster i: 2000
total projects:2
total patterns:1
'autoyast\\=[\\w\\d\\:\\.\\/]+'	1317,1501




Cluster i: 2001
total projects:2
total patterns:1
'^(\\w+)\\s*:\\s+(\\d+)\\s\\w+'	1317,1501




Cluster i: 2002
total projects:2
total patterns:1
'\\[\\[([^\\]^!][^\\]]*)\\]\\]'	482,579




Cluster i: 2003
total projects:2
total patterns:1
'({[^{}$]*\\$[^{}$]*\\$[^{}]*})'	518,787




Cluster i: 2004
total projects:2
total patterns:1
'(([A-Z_][A-Z0-9_]*)|(__.*__))$'	640,662




Cluster i: 2005
total projects:2
total patterns:1
'the LaTeX files are in (.*)\\.'	295,1496




Cluster i: 2006
total projects:2
total patterns:1
'__start_report(.*)__end_report'	1015,1032




Cluster i: 2007
total projects:2
total patterns:1
'/projects/([-\\w]+)/([-\\w]+)/'	295,1496




Cluster i: 2008
total projects:2
total patterns:1
'^// See .* for documentation.$'	241,1249




Cluster i: 2009
total projects:2
total patterns:1
'(%?):([a-zA-Z][a-zA-Z0-9_-]*)%'	1246,1540




Cluster i: 2010
total projects:2
total patterns:1
u'^([0-9]+x)*[0-9]*[*]?(s\\W)?$'	332,689




Cluster i: 2011
total projects:2
total patterns:1
'^[0-9a-f]{40} refs/heads/(.+)$'	103,130




Cluster i: 2012
total projects:2
total patterns:1
'^META\\-INF/(\\w+)\\.(rsa|sf)$'	391,872




Cluster i: 2013
total projects:2
total patterns:1
"(<module 'epydoc_test' from ).*"	757,1087




Cluster i: 2014
total projects:2
total patterns:1
'^([a-zA-Z]:[^(]*)\\(([0-9]+)\\)'	602,1054




Cluster i: 2015
total projects:2
total patterns:1
'^__[A-Za-z0-9]+[A-Za-z0-9_]*__$'	640,662




Cluster i: 2016
total projects:2
total patterns:1
'\\n(.+\\S+)\\ +\\S+\\ +(.+\\S+)'	1317,1501




Cluster i: 2017
total projects:2
total patterns:1
'^[\\\'\\"][^\\\'\\"]+[\\\'\\"]$'	247,1007




Cluster i: 2018
total projects:2
total patterns:1
'(const-)?([A-Za-z0-9]+)\\*?\\s+'	1054,1198




Cluster i: 2019
total projects:2
total patterns:1
'#define NODE_VERSION_IS_RELEASE'	534,1466




Cluster i: 2020
total projects:2
total patterns:1
'@@VERSION(>|>=|!=)(\\d.*)@@(.*)'	906,1404




Cluster i: 2021
total projects:2
total patterns:1
'^__[_A-Za-z0-9]*[A-Za-z0-9]+_?$'	640,662




Cluster i: 2022
total projects:2
total patterns:1
'TOTEM_INFO_VIDEO_CODEC=([\\w]+)'	391,872




Cluster i: 2023
total projects:2
total patterns:1
'version *= *([\'"][^\'"]*[\'"])'	222,1486




Cluster i: 2024
total projects:2
total patterns:1
'^(\\d+)\\s+([+-]\\d\\d:?\\d\\d)$'	103,130




Cluster i: 2025
total projects:2
total patterns:1
'<replaceable>[^<]+</replaceable>'	1087,1555




Cluster i: 2026
total projects:2
total patterns:1
'\\s*#+.*coding[:=]\\s*([-\\w.]+)'	640,662




Cluster i: 2027
total projects:2
total patterns:1
"^.*: Opening '(.*)' for reading$"	440,542




Cluster i: 2028
total projects:2
total patterns:1
'%\\s*#.*coding[:=]\\s*([-\\w.]+)'	1047,1277




Cluster i: 2029
total projects:2
total patterns:1
'^((unit)?test.*|smoketest)\\.py$'	640,662




Cluster i: 2030
total projects:2
total patterns:1
'^(\\s*#!("[^"]+"|\\S+))\\s+(.*)$'	1263,1580




Cluster i: 2031
total projects:2
total patterns:1
'^http://build.mozilla.org/talos/'	1015,1032




Cluster i: 2032
total projects:2
total patterns:1
'This is file for test of tar-in.'	1317,1501




Cluster i: 2033
total projects:2
total patterns:1
'.*[^aeiouy][aeiouy][^aeiouywxY]$'	866,1184




Cluster i: 2034
total projects:2
total patterns:1
'[^%]+%testing[.](capture-output)'	241,1249




Cluster i: 2035
total projects:2
total patterns:1
'<([a-zA-Z][a-zA-Z0-9]*)/([^/]*)/'	413,1076




Cluster i: 2036
total projects:2
total patterns:1
'[a-z][A-Z]{3}([a-z])[A-Z]{3}[a-z]'	394,578




Cluster i: 2037
total projects:2
total patterns:1
'S(\\s+0.0+){2}.*vhost-\\d+[\\d|+]'	1317,1501




Cluster i: 2038
total projects:2
total patterns:1
'@%\\(([a-zA-Z][a-zA-Z0-9_-]*)\\)s'	1246,1540




Cluster i: 2039
total projects:2
total patterns:1
'(initrd(.*).img|ramdisk.image.gz)'	171,1381




Cluster i: 2040
total projects:2
total patterns:1
'This is file for test of copy-in.'	1317,1501




Cluster i: 2041
total projects:2
total patterns:1
'^v([0-9]+|[0-9]+\\.[0-9]+)(/.*|$)'	1223,1420




Cluster i: 2042
total projects:2
total patterns:1
'.*\\srelease\\s(\\d)\\.(\\d)\\s.*'	1317,1501




Cluster i: 2043
total projects:2
total patterns:1
'\\\\x([0-9a-fA-F]{2}|[0-9a-fA-F])'	1004,1495




Cluster i: 2044
total projects:2
total patterns:1
'SNIPPET::([A-Za-z0-9_\\-\\/\\.]+)'	171,1381




Cluster i: 2045
total projects:2
total patterns:1
'This is file for test of tar-out.'	1317,1501




Cluster i: 2046
total projects:2
total patterns:1
'[^/\\\\,{]\\*\\*|\\*\\*[^/\\\\,}]'	1263,1580




Cluster i: 2047
total projects:2
total patterns:1
'This is file for test of copy-out.'	1317,1501




Cluster i: 2048
total projects:2
total patterns:1
'^(\\s+\\(copy-func\\s+)(\\w+)(.*)$'	1054,1198




Cluster i: 2049
total projects:2
total patterns:1
'^(\\s+\\(in-module\\s+)(\\w+)(.*)$'	1054,1198




Cluster i: 2050
total projects:2
total patterns:1
'^([0-9]{4})\\.([0-9]+)\\.([0-9]+)$'	165,1545




Cluster i: 2051
total projects:2
total patterns:1
'((fasser(t|ted))) *\\(( *)(\\d+)()'	1459,1531




Cluster i: 2052
total projects:2
total patterns:1
'^[-_a-zA-Z0-9.]+:(//[^/]*)?/[^/]*$'	55,908




Cluster i: 2053
total projects:2
total patterns:1
'(\\S+[^<|^!|^>])\\s*(=+)\\s*(\\S+)'	241,1249




Cluster i: 2054
total projects:2
total patterns:1
'\\s*<entry><type>([^<]+)</></entry>'	1087,1555




Cluster i: 2055
total projects:2
total patterns:1
'(interface|) ([^ ]*) : public (.*)$'	602,1054




Cluster i: 2056
total projects:2
total patterns:1
'&([a-zA-Z][a-zA-Z0-9]*)[^a-zA-Z0-9]'	413,1076




Cluster i: 2057
total projects:2
total patterns:1
'(^[ ]*[+]?[\\(\\)0-9/\\/\\.\\- ]+$)'	717,1229




Cluster i: 2058
total projects:2
total patterns:1
'\\d{1,3}.\\d{1,3}.\\d{1,3}.\\d{1,3}'	171,1381




Cluster i: 2059
total projects:2
total patterns:1
'HTTP/(\\d\\.\\d)\\s+(\\d+)\\s+(.*)$'	1025,1326




Cluster i: 2060
total projects:2
total patterns:1
'-d 192.168.[0-9]{1,3}.[0-9]{1,3} -j'	1223,1420




Cluster i: 2061
total projects:2
total patterns:1
'([\\w-]+[\\w]+)\\s+(\\w+)\\s+(\\w+)'	1317,1501




Cluster i: 2062
total projects:2
total patterns:1
'available:\\s+(\\d+)\\s+nodes\\s+.*'	1317,1501




Cluster i: 2063
total projects:2
total patterns:1
'.*[/\\\\](.+)(\\:\\d+|\\(\\d+\\))\\:'	1007,1301




Cluster i: 2064
total projects:2
total patterns:1
'i686-apple-darwin[0-9]*-llvm-gcc-4.2'	332,689




Cluster i: 2065
total projects:2
total patterns:1
'^([a-zA-Z-]+\\.[0-9]+)\\.[0-9]+.log$'	1010,1014




Cluster i: 2066
total projects:2
total patterns:1
'^<!-- ##### (\\w+) (\\w+) ##### -->$'	1054,1198




Cluster i: 2067
total projects:2
total patterns:1
'^\\n?namespace\\s+\\w+\\s*{\\s*\\n?$'	241,1249




Cluster i: 2068
total projects:2
total patterns:1
'addr:(.*)\\ *Bcast:(.*)\\ *Mask:(.*)'	779,1407




Cluster i: 2069
total projects:2
total patterns:1
'ovs-vswitchd \\(Open vSwitch\\) (.+)'	1317,1501




Cluster i: 2070
total projects:2
total patterns:1
'\\s*\\*\\s*G_CONST_RETURN\\s*\\*\\s*'	1054,1198




Cluster i: 2071
total projects:2
total patterns:1
'^(\\S+) \\(in ([^)]+)\\) \\((.+)\\)$'	1015,1032




Cluster i: 2072
total projects:2
total patterns:1
'@([a-zA-Z0-9_][a-zA-Z0-9_]*)\\.route'	337,1112




Cluster i: 2073
total projects:2
total patterns:1
'^(\\s+\\(release-func\\s+)(\\w+)(.*)$'	1054,1198




Cluster i: 2074
total projects:2
total patterns:1
'\nVersion (.+), ([0-9]+).([0-9])+ MBs'	1148,1469




Cluster i: 2075
total projects:2
total patterns:1
'This is file for test_formatted_part.'	1317,1501




Cluster i: 2076
total projects:2
total patterns:1
'\\smarkdown(=[\\\'"]?[^> ]*[\\\'"]?)?'	236,1395




Cluster i: 2077
total projects:2
total patterns:1
'eval\\(\\w+\\(\\w+\\((\\w+)\\)\\)\\);'	1025,1379




Cluster i: 2078
total projects:2
total patterns:1
'^[\\w.\\*]+([\\s,:;]\\s*[\\w.\\*]+)*$'	757,1087




Cluster i: 2079
total projects:2
total patterns:1
'[^[]+\\[(\\d+/[A-Za-z]+/\\d+):[^\\d]*'	1004,1075




Cluster i: 2080
total projects:2
total patterns:1
'\\\\u([0-9A-F]{4})|\\\\U([0-9A-F]{8})'	55,908




Cluster i: 2081
total projects:2
total patterns:1
'vmlinuz-(\\d+)\\.(\\d+)\\.(\\d+)-(.*)'	171,1381




Cluster i: 2082
total projects:2
total patterns:1
'This is file for test_formatted_disk.'	1317,1501




Cluster i: 2083
total projects:2
total patterns:1
'unconverted data remains: \\.([0-9]+)$'	1004,1262




Cluster i: 2084
total projects:2
total patterns:1
'[a-z]::[^=]|:[a-z]+:|`|\\.\\.\\s*\\w+:'	1087,1580




Cluster i: 2085
total projects:2
total patterns:1
'(.*),\\s+((\\w+\\.?) (\\d+), (\\d{4}))'	109,182




Cluster i: 2086
total projects:2
total patterns:1
'attachment.cgi\\?id=\\d+&action=review'	1199,1300




Cluster i: 2087
total projects:2
total patterns:1
'(\\S+)\\s*=\\s*("([^"]*)"|\'([^\']*)\')'	1228,1231




Cluster i: 2088
total projects:2
total patterns:1
'^([\\w\\.]+) \\.\\.\\. \\[([^\\]]+)\\]$'	1015,1032




Cluster i: 2089
total projects:2
total patterns:1
'^(\\+[3-9]{1,}|\\+{3,}|\\+[1-9][0-9]+)$'	354,379




Cluster i: 2090
total projects:2
total patterns:1
'^(\\-[3-9]{1,}|\\-{3,}|\\-[1-9][0-9]+)$'	354,379




Cluster i: 2091
total projects:2
total patterns:1
'(\\S+):(\\d+): \\[(\\S+)(, \\S+)?] (.*)'	1223,1420




Cluster i: 2092
total projects:2
total patterns:1
'^[-+]?[0-9]+(\\.[0-9]*)?[eE][-+][0-9]+$'	171,1381




Cluster i: 2093
total projects:2
total patterns:1
'^([a-zA-Z_][a-zA-Z0-9_]*)\\s*=\\s*(.*)$'	602,747




Cluster i: 2094
total projects:2
total patterns:1
'CONSTRAINT (\\w+) UNIQUE \\(([^\\)]+)\\)'	1415,1580




Cluster i: 2095
total projects:2
total patterns:1
'^(.*)\\.(.*)\\.(\\d+)\\.(\\d+)\\.(\\d+)$'	440,542




Cluster i: 2096
total projects:2
total patterns:1
'^SCSI error : <(.+)> return code = (.+)$'	492,1364




Cluster i: 2097
total projects:2
total patterns:1
'initrd-(\\d+)\\.(\\d+)\\.(\\d+)-(.*).img'	171,1381




Cluster i: 2098
total projects:2
total patterns:1
'#\\s*-\\*-\\s+coding:\\s+(\\w+)\\s+-\\*-'	492,1364




Cluster i: 2099
total projects:2
total patterns:1
'(\\s|&nbsp;)(&|&amp;|&\\#38;)(\\s|&nbsp;)'	72,1340




Cluster i: 2100
total projects:2
total patterns:1
'Versi.+n (.+) ([0-9]+).([0-9])+ megabytes'	1148,1469




Cluster i: 2101
total projects:2
total patterns:1
'^(.*)\\[(zero|one|two|few|many|other)\\]$'	919,1007




Cluster i: 2102
total projects:2
total patterns:1
"invalid literal for long().*: '?0xOoops'?"	12,1087




Cluster i: 2103
total projects:2
total patterns:1
'^restorecon reset (.+) context (.+)->(.+)'	1317,1501




Cluster i: 2104
total projects:2
total patterns:1
'<span id=short-desc-content>([^<]*)</span>'	386,1181




Cluster i: 2105
total projects:2
total patterns:1
'refundInfoList.refundInfo\\((\\d+)\\).(.*)'	391,872




Cluster i: 2106
total projects:2
total patterns:1
'^([^<]*)<([^>]*)>\\s+(\\d+\\s+[+-]\\d{4})$'	103,130




Cluster i: 2107
total projects:2
total patterns:1
'^(..[^\\(:]+)?[\\(:](\\d+)[\\):]:?\\s*(.*)'	602,1054




Cluster i: 2108
total projects:2
total patterns:1
'([0-9]+\\.[0-9]+\\.[0-9]+)\\s*(\\(\\S*\\))?'	1317,1501




Cluster i: 2109
total projects:2
total patterns:1
'^(\\s+\\(implements\\s+)([^\\s]+)(\\s*\\))$'	1054,1198




Cluster i: 2110
total projects:2
total patterns:1
'(const)?.*::basic_string<.*>\\s*(\\*|\\&)?$'	241,1249




Cluster i: 2111
total projects:2
total patterns:1
'^([0-7]{6}) ([a-z]+) ([0-9a-f]{40})\\t(.*)$'	103,130




Cluster i: 2112
total projects:2
total patterns:1
'([A-Za-z0-9_.-]*|"[^"]*")\\s+(\\S+)\\s+(.*)'	241,1249




Cluster i: 2113
total projects:2
total patterns:1
'\\s?["\']([a-zA-Z_"\'\\s\\d]+)["\']\\s+tset'	1025,1423




Cluster i: 2114
total projects:2
total patterns:1
'enum\\s*{([^}]*)}\\s*([A-Z][A-Za-z]*)(\\s|;)'	1054,1198




Cluster i: 2115
total projects:2
total patterns:1
'importScripts\\([\\\'"]([^\\\'"]+)[\\\'"]\\)'	896,1300




Cluster i: 2116
total projects:2
total patterns:1
'^(\\s+\\(return-type\\s+)([^\\s]+)(\\s*\\))$'	1054,1198




Cluster i: 2117
total projects:2
total patterns:1
'\\([^)]+\\)\\s*(([A-Za-z0-9_][A-Za-z0-9_]*))'	31,324




Cluster i: 2118
total projects:2
total patterns:1
'Duration: (\\d{2}):(\\d{2}):(\\d{2}.\\d{2}),'	391,872




Cluster i: 2119
total projects:2
total patterns:1
'^\\s*(>>> )?(\\.\\.\\. )?from .* import .*\\*'	518,787




Cluster i: 2120
total projects:2
total patterns:1
'(^/dev/x{0,1}[a-z]{0,1}d{0,1})([a-z]+)[0-9]*$'	1223,1420




Cluster i: 2121
total projects:2
total patterns:1
'\\s*(<=?|>=?|===?|!=|~=)\\s*((\\w|[-.*_!+])+)'	1263,1580




Cluster i: 2122
total projects:2
total patterns:1
'^#(ifndef|define|endif\\s*//)\\s*[\\w_]+\\s*$'	1007,1301




Cluster i: 2123
total projects:2
total patterns:1
'^end_request: I/O error, dev (.*), sector .*$'	492,1364




Cluster i: 2124
total projects:2
total patterns:1
'^([a-z]\\w*)\\s*:?(\\s*\\(.*\\)\\s*){0,2}\\s*$'	1054,1198




Cluster i: 2125
total projects:2
total patterns:1
'/usr/bin/qemu-system-x86_64 -machine accel=kvm'	1317,1501




Cluster i: 2126
total projects:2
total patterns:1
'href\\s*=\\s*[\'"]?<([\\w\\.]+)>[\'"]?\\s*(,?)'	757,1087




Cluster i: 2127
total projects:2
total patterns:1
'^(fails|needs-focus|random|skip|asserts|fuzzy)'	1015,1032




Cluster i: 2128
total projects:2
total patterns:1
'bot|http|\\.com|crawl|spider|python|curl|yandex'	296,819




Cluster i: 2129
total projects:2
total patterns:1
'\\s+inet6\\s+([0-9a-f:]+)/\\d+\\s+scope\\s+link'	1223,1420




Cluster i: 2130
total projects:2
total patterns:1
'Versi&oacute;n (.+) ([0-9]+).([0-9])+ megabytes'	1148,1469




Cluster i: 2131
total projects:2
total patterns:1
'[^%]+%testing[.](expect-failure|expect-success)'	241,1249




Cluster i: 2132
total projects:2
total patterns:1
'\\d\\d-[a-zA-Z]{3,3}-\\d\\d\\d\\d \\d\\d:\\d\\d'	1015,1032




Cluster i: 2133
total projects:2
total patterns:1
'<title>(.*) video by (.*) - Photobucket</title>'	386,1181




Cluster i: 2134
total projects:2
total patterns:1
'Number of files successfully Verified: ([0-9]*)'	1317,1501




Cluster i: 2135
total projects:2
total patterns:1
'<code>(.*)</code><description>(.*)</description>'	1074,1075




Cluster i: 2136
total projects:2
total patterns:1
'^([0-9]{1,3}\\.){0,3}[0-9]{1,3}(/[0-9]{1,2}){1}$'	1332,1523




Cluster i: 2137
total projects:2
total patterns:1
'^[ \\t]*Traceback \\(most recent call last\\):.*'	757,1087




Cluster i: 2138
total projects:2
total patterns:1
'irb\\([a-zA-Z_][a-zA-Z0-9_]*\\):\\d{3}:\\d+[>*] '	147,181




Cluster i: 2139
total projects:2
total patterns:1
'\\s*.*#\\s*.*define\\s.*SQLITE_VERSION\\W*"(.*)"'	12,1087




Cluster i: 2140
total projects:2
total patterns:1
'\\{(http:\\/\\/[A-Za-z0-9_\\.\\/]+\\/nzb)\\}file'	1269,1498




Cluster i: 2141
total projects:2
total patterns:1
'\\d\\d\\d\\d-\\d\\d-\\d\\dT\\d\\d:\\d\\d:\\d\\dZ'	278,432




Cluster i: 2142
total projects:2
total patterns:1
'^sd (.+):(.+):(.+):(.+): Attached scsi disk (.+)$'	492,1364
